filename,fold,target,category,esc10,src_file,take
4-000049-A-0.wav,4,0,background,False,dra_134_01_00_0.wav,A
5-000050-A-0.wav,5,0,background,False,spe_021_00_00_0.wav,A
1-000051-A-0.wav,1,0,background,False,spe_088_00_00_0.wav,A
2-000052-A-0.wav,2,0,background,False,cup_032_02_01_0.wav,A
3-000053-A-0.wav,3,0,background,False,cup_017_01_01_0.wav,A
4-000054-A-0.wav,4,0,background,False,was_038_00_00_0.wav,A
5-000055-A-0.wav,5,0,background,False,wal_105_10_01_0.wav,A
1-000056-A-0.wav,1,0,background,False,dra_113_02_00_0.wav,A
2-000057-A-0.wav,2,0,background,False,obj_103_00_05_0.wav,A
3-000058-A-0.wav,3,0,background,False,wat_090_00_00_3.wav,A
4-000059-A-0.wav,4,0,background,False,tel_011_00_00_0.wav,A
5-000060-A-0.wav,5,0,background,False,coo_058_00_00_0.wav,A
1-000061-A-0.wav,1,0,background,False,spe_184_00_00_0.wav,A
2-000062-A-0.wav,2,0,background,False,wat_054_00_00_2.wav,A
3-000063-A-0.wav,3,0,background,False,coo_149_00_00_0.wav,A
4-000064-A-0.wav,4,0,background,False,dis_029_00_00_0.wav,A
5-000065-A-0.wav,5,0,background,False,fur_131_06_01_0.wav,A
1-000066-A-0.wav,1,0,background,False,wal_036_00_10_1.wav,A
2-000067-A-0.wav,2,0,background,False,doo_033_02_00_0.wav,A
3-000068-A-0.wav,3,0,background,False,fur_022_06_01_0.wav,A
4-000069-A-0.wav,4,0,background,False,vac_008_00_00_0.wav,A
5-000070-A-0.wav,5,0,background,False,fur_035_06_03_0.wav,A
1-000071-A-0.wav,1,0,background,False,bea_023_00_00_0.wav,A
2-000072-A-0.wav,2,0,background,False,cup_073_01_01_0.wav,A
3-000073-A-0.wav,3,0,background,False,swi_009_05_04_0.wav,A
4-000074-A-0.wav,4,0,background,False,fur_076_00_00_2.wav,A
5-000075-A-0.wav,5,0,background,False,spe_015_00_00_0.wav,A
1-000076-A-0.wav,1,0,background,False,wat_105_00_05_0.wav,A
2-000077-A-0.wav,2,0,background,False,obj_101_00_05_0.wav,A
3-000078-A-0.wav,3,0,background,False,vac_121_00_00_0.wav,A
4-000079-A-0.wav,4,0,background,False,smo_121_00_00_3.wav,A
5-000080-A-0.wav,5,0,background,False,dra_032_01_01_0.wav,A
1-000081-A-0.wav,1,0,background,False,win_090_01_00_0.wav,A
2-000082-A-0.wav,2,0,background,False,bea_119_00_00_0.wav,A
3-000083-A-0.wav,3,0,background,False,coo_090_00_00_0.wav,A
4-000084-A-0.wav,4,0,background,False,win_036_01_00_0.wav,A
5-000085-A-0.wav,5,0,background,False,spe_141_00_00_0.wav,A
1-000086-A-0.wav,1,0,background,False,wal_049_00_09_0.wav,A
2-000087-A-0.wav,2,0,background,False,dis_025_00_00_0.wav,A
3-000088-A-0.wav,3,0,background,False,fur_093_00_00_1.wav,A
4-000089-A-0.wav,4,0,background,False,wat_040_00_00_3.wav,A
5-000090-A-0.wav,5,0,background,False,swi_059_05_00_0.wav,A
1-000091-A-0.wav,1,0,background,False,fur_053_06_01_1.wav,A
2-000092-A-0.wav,2,0,background,False,vac_082_00_00_0.wav,A
3-000093-A-0.wav,3,0,background,False,coo_075_00_00_0.wav,A
4-000094-A-0.wav,4,0,background,False,wat_041_00_00_1.wav,A
5-000095-A-0.wav,5,0,background,False,was_105_00_00_0.wav,A
1-000096-A-0.wav,1,0,background,False,bea_113_00_00_0.wav,A
2-000097-A-0.wav,2,0,background,False,spe_117_00_00_0.wav,A
3-000098-A-0.wav,3,0,background,False,mic_019_00_00_0.wav,A
4-000099-A-0.wav,4,0,background,False,tel_038_00_00_0.wav,A
5-000100-A-0.wav,5,0,background,False,spe_061_00_00_0.wav,A
1-000101-A-0.wav,1,0,background,False,dra_057_02_04_0.wav,A
2-000102-A-0.wav,2,0,background,False,swi_081_05_04_0.wav,A
3-000103-A-0.wav,3,0,background,False,dra_006_02_01_0.wav,A
4-000104-A-0.wav,4,0,background,False,coo_068_00_00_0.wav,A
5-000105-A-0.wav,5,0,background,False,win_013_02_00_0.wav,A
1-000106-A-0.wav,1,0,background,False,spe_072_00_00_0.wav,A
2-000107-A-0.wav,2,0,background,False,vac_100_00_00_0.wav,A
3-000108-A-0.wav,3,0,background,False,cup_051_01_01_0.wav,A
4-000109-A-0.wav,4,0,background,False,dis_107_00_00_0.wav,A
5-000110-A-0.wav,5,0,background,False,wal_005_00_09_1.wav,A
1-000111-A-0.wav,1,0,background,False,tel_019_00_00_0.wav,A
2-000112-A-0.wav,2,0,background,False,wat_109_00_05_0.wav,A
3-000113-A-0.wav,3,0,background,False,coo_053_00_00_0.wav,A
4-000114-A-0.wav,4,0,background,False,coo_111_00_00_0.wav,A
5-000115-A-0.wav,5,0,background,False,bea_100_00_00_0.wav,A
1-000116-A-0.wav,1,0,background,False,cup_144_02_01_0.wav,A
2-000117-A-0.wav,2,0,background,False,dra_009_01_01_0.wav,A
3-000118-A-0.wav,3,0,background,False,dis_118_00_00_0.wav,A
4-000119-A-0.wav,4,0,background,False,dra_050_01_04_0.wav,A
5-000120-A-0.wav,5,0,background,False,dis_027_00_00_0.wav,A
1-000121-A-0.wav,1,0,background,False,bea_004_00_00_0.wav,A
2-000122-A-0.wav,2,0,background,False,win_098_01_00_0.wav,A
3-000123-A-0.wav,3,0,background,False,cup_065_01_01_0.wav,A
4-000124-A-0.wav,4,0,background,False,spe_027_00_00_0.wav,A
5-000125-A-0.wav,5,0,background,False,wat_080_00_00_1.wav,A
1-000126-A-0.wav,1,0,background,False,dis_080_00_00_0.wav,A
2-000127-A-0.wav,2,0,background,False,dra_105_02_00_0.wav,A
3-000128-A-0.wav,3,0,background,False,fur_049_06_04_1.wav,A
4-000129-A-0.wav,4,0,background,False,dis_074_00_00_0.wav,A
5-000130-A-0.wav,5,0,background,False,spe_008_00_00_0.wav,A
1-000131-A-0.wav,1,0,background,False,smo_106_00_00_3.wav,A
2-000132-A-0.wav,2,0,background,False,smo_080_00_00_2.wav,A
3-000133-A-0.wav,3,0,background,False,bea_005_00_00_0.wav,A
4-000134-A-0.wav,4,0,background,False,was_007_00_00_0.wav,A
5-000135-A-0.wav,5,0,background,False,fur_110_06_01_0.wav,A
1-000136-A-0.wav,1,0,background,False,win_041_01_00_0.wav,A
2-000137-A-0.wav,2,0,background,False,fur_001_06_01_1.wav,A
3-000138-A-0.wav,3,0,background,False,wal_006_00_09_2.wav,A
4-000139-A-0.wav,4,0,background,False,obj_021_03_02_0.wav,A
5-000140-A-0.wav,5,0,background,False,wat_036_00_00_2.wav,A
1-000141-A-0.wav,1,0,background,False,obj_033_03_00_0.wav,A
2-000142-A-0.wav,2,0,background,False,obj_067_00_00_0.wav,A
3-000143-A-0.wav,3,0,background,False,fur_062_06_01_3.wav,A
4-000144-A-0.wav,4,0,background,False,tel_138_00_00_0.wav,A
5-000145-A-0.wav,5,0,background,False,cup_063_01_01_0.wav,A
1-000146-A-0.wav,1,0,background,False,smo_045_00_00_1.wav,A
2-000147-A-0.wav,2,0,background,False,dra_005_01_01_0.wav,A
3-000148-A-0.wav,3,0,background,False,spe_031_00_00_0.wav,A
4-000149-A-0.wav,4,0,background,False,dra_135_02_00_0.wav,A
5-000150-A-0.wav,5,0,background,False,dra_003_01_01_0.wav,A
1-000151-A-0.wav,1,0,background,False,smo_038_00_00_1.wav,A
2-000152-A-0.wav,2,0,background,False,wat_125_00_05_0.wav,A
3-000153-A-0.wav,3,0,background,False,vac_038_00_00_0.wav,A
4-000154-A-0.wav,4,0,background,False,bea_010_00_00_0.wav,A
5-000155-A-0.wav,5,0,background,False,cup_101_02_01_0.wav,A
1-000156-A-0.wav,1,0,background,False,bea_011_00_00_0.wav,A
2-000157-A-0.wav,2,0,background,False,vac_164_00_00_0.wav,A
3-000158-A-0.wav,3,0,background,False,wat_088_00_00_2.wav,A
4-000159-A-0.wav,4,0,background,False,spe_012_00_00_0.wav,A
5-000160-A-0.wav,5,0,background,False,vac_153_00_00_0.wav,A
1-000161-A-0.wav,1,0,background,False,mic_073_00_00_1.wav,A
2-000162-A-0.wav,2,0,background,False,fur_125_06_01_0.wav,A
3-000163-A-0.wav,3,0,background,False,doo_012_02_01_0.wav,A
4-000164-A-0.wav,4,0,background,False,was_107_00_00_0.wav,A
5-000165-A-0.wav,5,0,background,False,was_060_00_00_0.wav,A
1-000166-A-0.wav,1,0,background,False,wal_096_09_01_0.wav,A
2-000167-A-0.wav,2,0,background,False,wal_031_00_10_2.wav,A
3-000168-A-0.wav,3,0,background,False,fur_133_06_01_0.wav,A
4-000169-A-0.wav,4,0,background,False,mic_093_00_00_3.wav,A
5-000170-A-0.wav,5,0,background,False,win_010_01_01_0.wav,A
1-000171-A-0.wav,1,0,background,False,wat_003_00_00_1.wav,A
2-000172-A-0.wav,2,0,background,False,wat_060_00_00_1.wav,A
3-000173-A-0.wav,3,0,background,False,cup_044_02_01_0.wav,A
4-000174-A-0.wav,4,0,background,False,spe_104_00_00_0.wav,A
5-000175-A-0.wav,5,0,background,False,wal_065_00_12_0.wav,A
1-000176-A-0.wav,1,0,background,False,coo_086_00_00_0.wav,A
2-000177-A-0.wav,2,0,background,False,fur_032_06_01_2.wav,A
3-000178-A-0.wav,3,0,background,False,dis_046_00_00_0.wav,A
4-000179-A-0.wav,4,0,background,False,tel_078_00_00_0.wav,A
5-000180-A-0.wav,5,0,background,False,wal_097_10_01_0.wav,A
1-000181-A-0.wav,1,0,background,False,tel_001_00_00_0.wav,A
2-000182-A-0.wav,2,0,background,False,bea_050_00_00_0.wav,A
3-000183-A-0.wav,3,0,background,False,spe_011_00_00_0.wav,A
4-000184-A-0.wav,4,0,background,False,swi_033_05_04_0.wav,A
5-000185-A-0.wav,5,0,background,False,wat_127_00_05_0.wav,A
1-000186-A-0.wav,1,0,background,False,wal_080_10_01_0.wav,A
2-000187-A-0.wav,2,0,background,False,vac_151_00_00_0.wav,A
3-000188-A-0.wav,3,0,background,False,wat_030_00_00_3.wav,A
4-000189-A-0.wav,4,0,background,False,wal_058_00_12_0.wav,A
5-000190-A-0.wav,5,0,background,False,cup_033_02_01_0.wav,A
1-000191-A-0.wav,1,0,background,False,wal_047_00_10_0.wav,A
2-000192-A-0.wav,2,0,background,False,tel_036_00_00_0.wav,A
3-000193-A-0.wav,3,0,background,False,spe_018_00_00_0.wav,A
4-000194-A-0.wav,4,0,background,False,win_008_01_01_0.wav,A
5-000195-A-0.wav,5,0,background,False,wat_095_00_00_1.wav,A
1-000196-A-0.wav,1,0,background,False,spe_032_00_00_0.wav,A
2-000197-A-0.wav,2,0,background,False,mic_032_00_00_1.wav,A
3-000198-A-0.wav,3,0,background,False,dra_017_01_01_0.wav,A
4-000199-A-0.wav,4,0,background,False,cup_114_01_01_0.wav,A
5-000200-A-0.wav,5,0,background,False,wal_094_10_01_0.wav,A
1-000201-A-0.wav,1,0,background,False,wat_119_00_05_0.wav,A
2-000202-A-0.wav,2,0,background,False,wat_102_00_00_3.wav,A
3-000203-A-0.wav,3,0,background,False,coo_001_00_00_0.wav,A
4-000204-A-0.wav,4,0,background,False,bea_073_00_00_0.wav,A
5-000205-A-0.wav,5,0,background,False,smo_044_00_00_1.wav,A
1-000206-A-0.wav,1,0,background,False,spe_099_00_00_0.wav,A
2-000207-A-0.wav,2,0,background,False,dra_158_01_01_0.wav,A
3-000208-A-0.wav,3,0,background,False,wat_025_00_00_1.wav,A
4-000209-A-0.wav,4,0,background,False,vac_004_00_00_0.wav,A
5-000210-A-0.wav,5,0,background,False,swi_064_04_00_0.wav,A
1-000211-A-0.wav,1,0,background,False,mic_088_00_00_3.wav,A
2-000212-A-0.wav,2,0,background,False,dis_047_00_00_0.wav,A
3-000213-A-0.wav,3,0,background,False,dis_116_00_00_0.wav,A
4-000214-A-0.wav,4,0,background,False,swi_029_05_04_0.wav,A
5-000215-A-0.wav,5,0,background,False,dis_126_00_00_0.wav,A
1-000216-A-0.wav,1,0,background,False,mic_046_00_00_1.wav,A
2-000217-A-0.wav,2,0,background,False,spe_101_00_00_0.wav,A
3-000218-A-0.wav,3,0,background,False,smo_048_00_00_1.wav,A
4-000219-A-0.wav,4,0,background,False,dis_111_00_00_0.wav,A
5-000220-A-0.wav,5,0,background,False,coo_150_00_00_0.wav,A
1-000221-A-0.wav,1,0,background,False,wal_111_09_01_0.wav,A
2-000222-A-0.wav,2,0,background,False,smo_004_00_00_1.wav,A
3-000223-A-0.wav,3,0,background,False,coo_070_00_00_0.wav,A
4-000224-A-0.wav,4,0,background,False,swi_019_05_04_0.wav,A
5-000225-A-0.wav,5,0,background,False,coo_174_00_00_0.wav,A
1-000226-A-0.wav,1,0,background,False,wat_094_00_00_1.wav,A
2-000227-A-0.wav,2,0,background,False,swi_066_04_00_0.wav,A
3-000228-A-0.wav,3,0,background,False,swi_012_04_04_0.wav,A
4-000229-A-0.wav,4,0,background,False,tel_063_00_00_0.wav,A
5-000230-A-0.wav,5,0,background,False,was_069_00_00_0.wav,A
1-000231-A-0.wav,1,0,background,False,mic_050_00_00_1.wav,A
2-000232-A-0.wav,2,0,background,False,tel_074_00_00_0.wav,A
3-000233-A-0.wav,3,0,background,False,spe_170_00_00_0.wav,A
4-000234-A-0.wav,4,0,background,False,tel_026_00_00_0.wav,A
5-000235-A-0.wav,5,0,background,False,cup_121_01_01_0.wav,A
1-000236-A-0.wav,1,0,background,False,bea_099_00_00_0.wav,A
2-000237-A-0.wav,2,0,background,False,bea_075_00_00_0.wav,A
3-000238-A-0.wav,3,0,background,False,was_067_00_00_0.wav,A
4-000239-A-0.wav,4,0,background,False,wat_067_00_00_1.wav,A
5-000240-A-0.wav,5,0,background,False,bea_037_00_00_0.wav,A
1-000241-A-0.wav,1,0,background,False,tel_080_00_00_0.wav,A
2-000242-A-0.wav,2,0,background,False,wal_009_00_09_1.wav,A
3-000243-A-0.wav,3,0,background,False,obj_087_03_00_0.wav,A
4-000244-A-0.wav,4,0,background,False,vac_097_00_00_0.wav,A
5-000245-A-0.wav,5,0,background,False,bea_120_00_00_0.wav,A
1-000246-A-0.wav,1,0,background,False,bea_062_00_00_0.wav,A
2-000247-A-0.wav,2,0,background,False,vac_099_00_00_0.wav,A
3-000248-A-0.wav,3,0,background,False,swi_025_05_04_0.wav,A
4-000249-A-0.wav,4,0,background,False,coo_018_00_00_0.wav,A
5-000250-A-0.wav,5,0,background,False,vac_068_00_00_0.wav,A
1-000251-A-0.wav,1,0,background,False,win_016_01_00_0.wav,A
2-000252-A-0.wav,2,0,background,False,wal_035_00_10_1.wav,A
3-000253-A-0.wav,3,0,background,False,swi_038_04_04_0.wav,A
4-000254-A-0.wav,4,0,background,False,win_056_01_00_0.wav,A
5-000255-A-0.wav,5,0,background,False,vac_165_00_00_0.wav,A
1-000256-A-0.wav,1,0,background,False,mic_058_00_00_1.wav,A
2-000257-A-0.wav,2,0,background,False,swi_100_04_04_0.wav,A
3-000258-A-0.wav,3,0,background,False,dra_069_02_01_0.wav,A
4-000259-A-0.wav,4,0,background,False,vac_060_00_00_0.wav,A
5-000260-A-0.wav,5,0,background,False,wat_077_00_00_3.wav,A
1-000261-A-0.wav,1,0,background,False,bea_105_00_00_0.wav,A
2-000262-A-0.wav,2,0,background,False,obj_030_03_04_0.wav,A
3-000263-A-0.wav,3,0,background,False,coo_147_00_00_0.wav,A
4-000264-A-0.wav,4,0,background,False,coo_087_00_00_0.wav,A
5-000265-A-0.wav,5,0,background,False,wal_102_09_01_0.wav,A
1-000266-A-0.wav,1,0,background,False,vac_081_00_00_0.wav,A
2-000267-A-0.wav,2,0,background,False,wat_052_00_00_1.wav,A
3-000268-A-0.wav,3,0,background,False,spe_142_00_00_0.wav,A
4-000269-A-0.wav,4,0,background,False,smo_060_00_00_1.wav,A
5-000270-A-0.wav,5,0,background,False,coo_027_00_00_0.wav,A
1-000271-A-0.wav,1,0,background,False,cup_130_02_13_0.wav,A
2-000272-A-0.wav,2,0,background,False,bea_126_00_00_0.wav,A
3-000273-A-0.wav,3,0,background,False,smo_132_00_00_3.wav,A
4-000274-A-0.wav,4,0,background,False,wat_018_00_00_1.wav,A
5-000275-A-0.wav,5,0,background,False,smo_088_00_00_2.wav,A
1-000276-A-0.wav,1,0,background,False,dis_019_00_00_0.wav,A
2-000277-A-0.wav,2,0,background,False,tel_109_00_00_0.wav,A
3-000278-A-0.wav,3,0,background,False,coo_088_00_00_0.wav,A
4-000279-A-0.wav,4,0,background,False,win_020_01_00_0.wav,A
5-000280-A-0.wav,5,0,background,False,coo_010_00_00_0.wav,A
1-000281-A-0.wav,1,0,background,False,bea_024_00_00_0.wav,A
2-000282-A-0.wav,2,0,background,False,tel_104_00_00_0.wav,A
3-000283-A-0.wav,3,0,background,False,was_029_00_00_0.wav,A
4-000284-A-0.wav,4,0,background,False,vac_115_00_00_0.wav,A
5-000285-A-0.wav,5,0,background,False,obj_016_03_05_0.wav,A
1-000286-A-0.wav,1,0,background,False,was_048_00_00_0.wav,A
2-000287-A-0.wav,2,0,background,False,cup_005_01_01_0.wav,A
3-000288-A-0.wav,3,0,background,False,dra_103_02_00_0.wav,A
4-000289-A-0.wav,4,0,background,False,was_011_00_00_0.wav,A
5-000290-A-0.wav,5,0,background,False,wat_124_00_05_0.wav,A
1-000291-A-0.wav,1,0,background,False,fur_129_06_01_0.wav,A
2-000292-A-0.wav,2,0,background,False,spe_109_00_00_0.wav,A
3-000293-A-0.wav,3,0,background,False,fur_031_06_01_1.wav,A
4-000294-A-0.wav,4,0,background,False,vac_069_00_00_0.wav,A
5-000295-A-0.wav,5,0,background,False,fur_058_06_01_3.wav,A
1-000296-A-0.wav,1,0,background,False,wal_063_00_12_0.wav,A
2-000297-A-0.wav,2,0,background,False,wat_053_00_00_1.wav,A
3-000298-A-0.wav,3,0,background,False,cup_156_01_01_0.wav,A
4-000299-A-0.wav,4,0,background,False,swi_004_00_04_0.wav,A
5-000300-A-0.wav,5,0,background,False,cup_006_02_01_0.wav,A
1-000301-A-0.wav,1,0,background,False,wat_010_00_00_1.wav,A
2-000302-A-0.wav,2,0,background,False,bea_116_00_00_0.wav,A
3-000303-A-0.wav,3,0,background,False,doo_043_01_00_3.wav,A
4-000304-A-0.wav,4,0,background,False,wat_128_00_05_0.wav,A
5-000305-A-0.wav,5,0,background,False,was_036_00_00_0.wav,A
1-000306-A-0.wav,1,0,background,False,tel_069_00_00_0.wav,A
2-000307-A-0.wav,2,0,background,False,spe_156_00_00_0.wav,A
3-000308-A-0.wav,3,0,background,False,spe_026_00_00_0.wav,A
4-000309-A-0.wav,4,0,background,False,dis_066_00_00_0.wav,A
5-000310-A-0.wav,5,0,background,False,doo_008_01_01_0.wav,A
1-000311-A-0.wav,1,0,background,False,mic_115_00_00_3.wav,A
2-000312-A-0.wav,2,0,background,False,mic_067_00_00_1.wav,A
3-000313-A-0.wav,3,0,background,False,mic_007_00_00_0.wav,A
4-000314-A-0.wav,4,0,background,False,wal_092_09_01_0.wav,A
5-000315-A-0.wav,5,0,background,False,vac_147_00_00_0.wav,A
1-000316-A-0.wav,1,0,background,False,doo_105_01_01_0.wav,A
2-000317-A-0.wav,2,0,background,False,bea_066_00_00_0.wav,A
3-000318-A-0.wav,3,0,background,False,swi_093_05_04_0.wav,A
4-000319-A-0.wav,4,0,background,False,coo_139_00_00_0.wav,A
5-000320-A-0.wav,5,0,background,False,obj_036_03_00_0.wav,A
1-000321-A-0.wav,1,0,background,False,fur_055_06_01_2.wav,A
2-000322-A-0.wav,2,0,background,False,spe_006_00_00_0.wav,A
3-000323-A-0.wav,3,0,background,False,tel_021_00_00_0.wav,A
4-000324-A-0.wav,4,0,background,False,dis_050_00_00_0.wav,A
5-000325-A-0.wav,5,0,background,False,smo_064_00_00_2.wav,A
1-000326-A-0.wav,1,0,background,False,coo_169_00_00_0.wav,A
2-000327-A-0.wav,2,0,background,False,spe_133_00_00_0.wav,A
3-000328-A-0.wav,3,0,background,False,swi_006_00_04_0.wav,A
4-000329-A-0.wav,4,0,background,False,obj_076_03_04_0.wav,A
5-000330-A-0.wav,5,0,background,False,coo_120_00_00_0.wav,A
1-000331-A-0.wav,1,0,background,False,swi_046_04_04_0.wav,A
2-000332-A-0.wav,2,0,background,False,spe_126_00_00_0.wav,A
3-000333-A-0.wav,3,0,background,False,vac_127_00_00_0.wav,A
4-000334-A-0.wav,4,0,background,False,cup_062_01_01_0.wav,A
5-000335-A-0.wav,5,0,background,False,cup_074_02_01_0.wav,A
1-000336-A-0.wav,1,0,background,False,spe_129_00_00_0.wav,A
2-000337-A-0.wav,2,0,background,False,coo_157_00_00_0.wav,A
3-000338-A-0.wav,3,0,background,False,doo_058_02_00_0.wav,A
4-000339-A-0.wav,4,0,background,False,wal_104_10_01_0.wav,A
5-000340-A-0.wav,5,0,background,False,fur_007_06_01_1.wav,A
1-000341-A-0.wav,1,0,background,False,vac_076_00_00_0.wav,A
2-000342-A-0.wav,2,0,background,False,fur_029_06_03_2.wav,A
3-000343-A-0.wav,3,0,background,False,wal_027_00_10_3.wav,A
4-000344-A-0.wav,4,0,background,False,coo_127_00_00_0.wav,A
5-000345-A-0.wav,5,0,background,False,bea_122_00_00_0.wav,A
1-000346-A-0.wav,1,0,background,False,fur_112_06_01_0.wav,A
2-000347-A-0.wav,2,0,background,False,wat_006_00_00_2.wav,A
3-000348-A-0.wav,3,0,background,False,vac_107_00_00_0.wav,A
4-000349-A-0.wav,4,0,background,False,was_077_00_00_0.wav,A
5-000350-A-0.wav,5,0,background,False,wat_131_00_00_0.wav,A
1-000351-A-0.wav,1,0,background,False,win_026_01_00_0.wav,A
2-000352-A-0.wav,2,0,background,False,smo_089_00_00_2.wav,A
3-000353-A-0.wav,3,0,background,False,vac_149_00_00_0.wav,A
4-000354-A-0.wav,4,0,background,False,smo_029_00_00_1.wav,A
5-000355-A-0.wav,5,0,background,False,vac_041_00_00_0.wav,A
1-000356-A-0.wav,1,0,background,False,coo_023_00_00_0.wav,A
2-000357-A-0.wav,2,0,background,False,obj_026_03_02_0.wav,A
3-000358-A-0.wav,3,0,background,False,smo_092_00_00_2.wav,A
4-000359-A-0.wav,4,0,background,False,bea_034_00_00_0.wav,A
5-000360-A-0.wav,5,0,background,False,mic_042_00_00_1.wav,A
1-000361-A-0.wav,1,0,background,False,dra_013_02_01_0.wav,A
2-000362-A-0.wav,2,0,background,False,was_010_00_00_0.wav,A
3-000363-A-0.wav,3,0,background,False,win_050_02_00_0.wav,A
4-000364-A-0.wav,4,0,background,False,wat_084_00_00_1.wav,A
5-000365-A-0.wav,5,0,background,False,win_035_01_00_0.wav,A
1-000366-A-0.wav,1,0,background,False,was_053_00_00_0.wav,A
2-000367-A-0.wav,2,0,background,False,mic_076_00_00_3.wav,A
3-000368-A-0.wav,3,0,background,False,win_097_02_00_0.wav,A
4-000369-A-0.wav,4,0,background,False,dis_061_00_00_0.wav,A
5-000370-A-0.wav,5,0,background,False,dis_077_00_00_0.wav,A
1-000371-A-0.wav,1,0,background,False,bea_063_00_00_0.wav,A
2-000372-A-0.wav,2,0,background,False,vac_079_00_00_0.wav,A
3-000373-A-0.wav,3,0,background,False,coo_126_00_00_0.wav,A
4-000374-A-0.wav,4,0,background,False,tel_142_00_00_0.wav,A
5-000375-A-0.wav,5,0,background,False,wal_014_00_09_2.wav,A
1-000376-A-0.wav,1,0,background,False,tel_030_00_00_0.wav,A
2-000377-A-0.wav,2,0,background,False,win_062_01_00_0.wav,A
3-000378-A-0.wav,3,0,background,False,spe_168_00_00_0.wav,A
4-000379-A-0.wav,4,0,background,False,dis_103_00_00_0.wav,A
5-000380-A-0.wav,5,0,background,False,spe_183_00_00_0.wav,A
1-000381-A-0.wav,1,0,background,False,dra_026_02_01_0.wav,A
2-000382-A-0.wav,2,0,background,False,wat_009_00_00_3.wav,A
3-000383-A-0.wav,3,0,background,False,coo_162_00_00_0.wav,A
4-000384-A-0.wav,4,0,background,False,was_063_00_00_0.wav,A
5-000385-A-0.wav,5,0,background,False,vac_024_00_05_0.wav,A
1-000386-A-0.wav,1,0,background,False,coo_130_00_00_0.wav,A
2-000387-A-0.wav,2,0,background,False,dis_022_00_00_0.wav,A
3-000388-A-0.wav,3,0,background,False,doo_069_01_01_0.wav,A
